Charge Type,Charge Description,row_count,total_value,Major Category,Subcategory,Method
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 245 519.59,1,1273.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 245 607.71,1,1488.89,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 248 708.50,1,1757.08,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 255 751.31,1,1915.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 255 M,1,755.81,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 256 403.58,1,1033.16,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 260 606.20,1,1576.12,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 262 331.64,1,868.9,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 305 312.58,1,953.37,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 315 203.18,1,640.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 347 306.65,1,1064.08,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 375 527.14,1,1976.78,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 380 333.29,1,1266.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 598 265.32,1,1586.61,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 615 386.80,1,2378.82,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 65 M,1,707.31,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 86 M,1,1271.19,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ACTUATORS 51080-5 CLASS 70 88 M,1,788.33,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT AMMUNITION OR CARTRIDGES; SMALL ARMS; CLASS 1; 322 M,1,149.93,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT BATTERIES; NON-HM 60680-2 CLASS 65 FAK 55 475 41.11,1,195.27,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT CONTROL VALVE 51080-5 CLASS 70 156 M,1,1208.38,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT CONTROL VALVE CLASS 70 193 845.44,1,1631.7,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT CONTROL VALVE CLASS 70 310 889.93,1,2758.78,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT CONTROL VALVES 51080-5 CLASS 70 75 M,1,1174.22,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT CRAIG TI-3RS CLASS 70 234 744.93,1,1743.14,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT DIE MOLDS CLASS 925 140 M,1,186.0,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 175 M,1,155.06,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 654 37.82,1,247.34,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT DIGITAL CABLE MODEMS CLASS 100 FAK 50 680 57.14,1,388.55,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ELECTRICAL MOTORS 22 BLT 30 PCF CLASS 65 FAK 55 617 38.46,1,237.3,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT ELECTRONIC TELCO SWITCHING SYSTEMS 1 75.0 116030-7 M CLASS 925 FAK 50 75,1,240.46,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT FOAM CLASS 70 395 732.60,1,2893.77,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT HARDWARE NOI; SUB 9: 15 LESS THAN 22.5 LBS PER CF 64 M,1,133.31,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT I/S STEEL CABLE RACKS; RACEWAYS; 1 61225-4 CLASS 775 53 M,1,146.81,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MACHINE PARTS 133300-8 CLASS 175 FAK 150 135 M,1,142.17,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 100 M,1,1388.78,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 105 M,1,1457.34,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 118 M,1,873.96,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 123 M,1,1001.3,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 135 M,2,2644.2,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 154 M,1,1113.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 155 893.79,1,1385.37,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 163 M,1,779.97,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 168 M,1,796.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 169 916.97,1,1549.68,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 170 810.80,1,1378.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 175 M,1,793.06,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 180 M,2,1470.74,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 185 891.52,1,1649.31,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 186 M,1,1401.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 195 M,1,796.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 196 M,1,796.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 212 744.93,1,1579.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 215 556.35,1,1196.15,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 215 744.93,1,1601.6,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 225 708.98,1,1595.21,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 226 740.58,1,1673.71,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 254 762.15,1,1935.86,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 260 365.12,1,949.31,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 275 322.29,1,886.3,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 280 378.08,1,1058.62,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 318 203.18,1,646.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 318 877.87,1,2791.63,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 320 323.80,1,1036.16,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 350 366.68,1,1283.38,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 356 538.68,1,1917.7,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 405 366.68,1,1485.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 544 715.65,1,3893.14,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 621 304.61,1,1891.63,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 717 288.24,1,2066.68,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 90 M,1,969.26,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 94 M,1,747.41,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 70 95 M,1,1010.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 85 355 725.40,1,2575.17,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT MISC CLASS 925 180 1;043.71,1,1878.68,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,1 PLT VALVE ASSEMBLY|L=30;W=38;H=40| CLASS 70 220 732.60,1,2358.97,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,16 PLT MISC CLASS 70 6;104,1,2449.48,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,2 PLT ACTUATORS 51080-5 CLASS 70 660 613.47,1,4048.9,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,2 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 1;500 26.69,1,400.35,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,2 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 1;500 27.47,1,412.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,2 PLT MISC CLASS 70 1;026 605.15,1,6208.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,2nd Day Air A.M. Commercial,4,52.08,Line Haul / Base Transportation,Air Freight,rule
Freight,2nd Day Air A.M. Commercial Third Party,4,111.28,Line Haul / Base Transportation,Air Freight,rule
Freight,2nd Day Air Commercial,485,11605.41,Line Haul / Base Transportation,Air Freight,rule
Freight,2nd Day Air Commercial Third Party,87,1057.19,Line Haul / Base Transportation,Air Freight,rule
Freight,3 Day Select Commercial,12,492.15,Line Haul / Base Transportation,Air Freight,rule
Freight,3 Day Select Commercial Collect,3,199.17,Line Haul / Base Transportation,Air Freight,rule
Freight,3 PLT ACTUATORS 51080-5 CLASS 70 1;245 659.78,1,8214.26,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,3 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 1;500 18.10,1,271.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,3.00 LBS PER PKG 400 129 169.92,1,219.2,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,4 PLT BOXES KDF KNOCKED DOWN FOLDED CLASS 100 FAK 50 1;480 21.51,1,318.35,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,4 PLT CABLE OR WIRE NOT CUT TO LENGTH 30310-2 CLASS 70 FAK 2;214 11.74,1,259.92,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,4 PLT ELECTRONIC TELCO SWITCHING SYSTEMS OR 1;040 41.88,1,435.55,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,5 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 2;335 20.89,1,487.78,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,5 PLT DIGITAL CABLE COMPONENTS CLASS 85 FAK 50 3;750 23.40,1,877.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,5 PLT GLASS TUBING L: 130 W: 45 H: 24 IN 87700-9 CLASS 70 FAK 55 6;860 9.84,1,675.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,5.79 LBS PER PKG 125 810 22.82,1,184.84,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,6 PLT CARDBOARD GAYLORDS CLASS 175 FAK 100 4;110,1,3937.05,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,6.50 LBS PER PKG 125 770 30.80,1,237.16,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,7 PLT MISC CLASS 70 3;265 436.17,1,14240.95,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,7.00 LBS PER PKG 175 560 36.11,1,202.22,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,7.50 LBS PER PKG 175 1200 26.76,1,321.12,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS *FXF 100001/05/26 ILS 05345 ** FAK RATES APPLIED **,1,4505.6,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1002 35.16,1,352.3,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1004 22.38,1,224.7,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1005 27.76,1,278.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1006 17.60,1,177.06,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 101 MIN,2,236.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1022 38.23,1,390.71,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 103 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1031 13.97,1,144.03,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1038 29.25,1,303.62,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 104 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1044 38.56,1,402.57,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 105 MIN,4,633.16,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1050 48.37,1,507.89,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1065 28.78,1,306.51,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 107 MIN,2,316.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1070 24.37,1,260.76,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1075 18.03,1,193.82,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 108 MIN,2,236.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1085 38.23,1,414.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 109 MIN,2,236.5,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1097 20.90,1,229.27,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1098 19.58,1,214.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 110 MIN,3,394.78999999999996,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 111 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1119 21.87,1,244.73,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 112 MIN,1,173.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 11235 28.81,1,3236.8,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1126 20.83,1,234.55,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1130 27.83,1,314.48,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 114 MIN,1,118.25,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1140 48.37,1,551.42,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1141 23.87,1,272.36,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 115 MIN,2,291.27,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1158 22.87,1,264.83,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 116 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1166 24.37,1,284.15,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 118 MIN,2,331.31,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1188 34.77,1,413.07,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 119 MIN,2,331.31,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1198 18.14,1,217.32,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1198 20.83,1,249.54,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 120 MIN,11,1771.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1207 18.33,1,221.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 121 MIN,1,173.02,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1210 18.14,1,219.49,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1212 48.37,1,586.24,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1214 34.77,1,422.11,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 122 MIN,4,593.12,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 123 MIN,2,316.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1230 12.61,1,155.1,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1230 48.37,1,594.95,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 124 MIN,3,489.6,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1241 29.25,1,362.99,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 125 MIN,2,316.58,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1250 21.87,1,273.38,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 126 MIN,3,474.87,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1261 14.95,1,188.52,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 127 MIN,1,158.29,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 128 MIN,4,663.61,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1285 21.87,1,281.03,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 129 MIN,2,346.04,Line Haul / Base Transportation,General / Mode Not Specified,rule
Freight,ACTUATORS 70 1297 21.87,1,283.65,Line Haul / Base Transportation,General / Mode Not Specified,rule
